text,summary
"Buyers beware that this sale is for 1 box of 5 cookies NOT five, 5-Count Boxes as what seems to be advertised here. I thought I was buying ""in bulk"" - five, 5-piece boxes - at what is competitive, albeit slightly more expensive than several retailers that sell the same cookies; the few cents more was not an issue since free delivery is a plus. Surprisingly, I received one box of 5 cookies for the outrageous price of $18.85. Hopefully, the Amazon webmaster will correct the description so that the next buyer knows exactly what he/she is paying for - 1 box of cookies.  The Amazon rep was very helpful in rectifying situation which was the only saving grace here.  I'd be happy to buy again in the future and give 4 stars if this does indeed become a five, 5-count box offer.",1 box of 5 cookies at an offensive price
Grew up with Twinings Earl Grey tea when my uncle in England would mail us a monthly quota.  Still love it and loose is always the best.  Glad you sell it.,Twinings Earl Grey
BOO YAH Great quality SO FResh and SO CLEAN. Just insert into my peppercorn grinder and make some good peppers. Damn amazon making me write up at least 200 words,BOMBAY. LOVE EM
"I really enjoyed this peppermint tea. It tasted great, not artificial whatsoever. A great herbal tea for relaxing, especially as autumn approaches.",Great peppermint tea
"I love making my own oat flakes with my grain mill and Bob's Red Mill is the best stuff around.  I get this at the natural foods store when I'm over that way, but buying from Amazon was quick and easy.  This is good quality stuff - I keep mine in the freezer though to preserve freshness.",Roll Your Own
"My husband's  first cup of coffee in the morning has just gotten better thanks to Davinci. If you love the taste of Kahlua liquor, you are going to love Kahlua Sugar-Free Syrup. I have been using it in my coffee and I can not get over how much it tastes like Kahlua liquor. Of course without the liquor. This sweetener also works well in iced coffee.",I love you Davinci
"The best product for easily catching and killing outdoor flies in summer. Using it will also cut down on future flies. I see some one- and two-star reviews and the only explanation for the product not working is that the instructions were not read and followed. I have to buy it through Amazon because my local stores can't keep these in stock. Add warm water to the plastic bag, and give a little light shake to mix the powder solution into the water, then hang up outside.  You will be shocked at the number of flies it catches and kills.  Also, in my yard, because so many flies were exterminated it cut down on the future fly population that would have resulted from reproduction. The product does stink, and that's what attracts the flies so don't hang it near the BBG grill.  The hanging catcher also is easily disposed of - be sure to snap down the yellow plastic top into the holes and the bag will be sealed for throwing into the garbage. Also be sure to replace with a new fly magnet at some point because there will be too many dead flies in the liquid for the scent to still be attracting new flies. Most importantly, Read All The Instructions. Buy the fly magnet, and take back your backyard.",Best Fly Killer Around
"The quality is excellent but the strips are long and very thick. Your dog may not care for that size. My 115# lab mix didn't. If your dog likes that sort of treat, go for these without hesitation. If they had them in a less thick size I'd grab them in a minute.",Great Product but...
Fifty bucks for 12 cans of soup that cost less than a dollar at the grocery store? What the heck is wrong with you?,Deserves zero stars
"Unfortunately, this product seems to not agree with my stomach, and it provides me none of the promised digestive benefits of oatmeal.",Unfortunately . . .
"I'm a huge fan of Celestial Seasonings. Even worked for them, years ago. Their green tea was one of my favorite non-loose varieties. Now, they've gone and messed with it, adding white tea for ""smoothness.""  Well, if I wanted white tea, I'd BUY white tea (and it would be silver needle organic).Was so disappointed to get the box, and discover that the pure, lightly vegetal green tea taste was gone. Am bummed that they changed the blend, to say the least. Worst part is, the new blend doesn't taste as good as Stash's ""Fusion,"" which is also a green/white mix...Please bring back our green tea, Celestial Seasonings!",Why Did They Do It?
I have a persian and a picky little himalayan.  They both love this stuff!  It looks exactly like pictured and is MUCH more expensive in stores.  Try $2.29 a can!  Great deal here!,2 Cats LOVE IT
